{'n_samples': 1000, 'dim_x': 100, 'dim_y': 25, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9957095158079009, 'result_error_out_all': 0.99515382537317, 'result_error_in_mask': 0.9984436970317242, 'result_error_out_mask': 0.9986436460739183, 'result_false_positives': 0.38, 'result_false_negatives': 0.0, 'result_response_active': 6.670427909157307e-05, 'result_response_inactive': 3.7476947473842877e-06, 'result_auc': 0.9473684210526316}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 2, 'result_error_in_all': 0.9943017945791294, 'result_error_out_all': 0.9953289555766245, 'result_error_in_mask': 0.9947099980457204, 'result_error_out_mask': 0.9956245410325586, 'result_false_positives': 0.0, 'result_false_negatives': 0.12, 'result_response_active': 0.20366156732445856, 'result_response_inactive': 0.009974051386476734, 'result_auc': 0.9866666666666667}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 3, 'result_error_in_all': 0.9912598136441533, 'result_error_out_all': 0.9955814834319066, 'result_error_in_mask': 0.9946868446228602, 'result_error_out_mask': 0.9985409506523089, 'result_false_positives': 0.0, 'result_false_negatives': 0.24, 'result_response_active': 0.24789513290691048, 'result_response_inactive': 0.014786106349584506, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 4, 'result_error_in_all': 0.9907671518738386, 'result_error_out_all': 0.9934654200510891, 'result_error_in_mask': 0.9903403546204925, 'result_error_out_mask': 0.99283518469733, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_response_active': 0.2021883693612648, 'result_response_inactive': 0.02623706766439743, 'result_auc': 0.9866666666666667}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 5, 'result_error_in_all': 0.9891558255511804, 'result_error_out_all': 0.994384936833888, 'result_error_in_mask': 0.9892681141650929, 'result_error_out_mask': 0.9953325364751278, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_response_active': 0.21053144187045617, 'result_response_inactive': 0.018944311473307617, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 6, 'result_error_in_all': 0.9896302158867009, 'result_error_out_all': 0.9933666326044455, 'result_error_in_mask': 0.989464651036821, 'result_error_out_mask': 0.9928570579079116, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_response_active': 0.24921385350493858, 'result_response_inactive': 0.010825675797707707, 'result_auc': 0.9866666666666667}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 7, 'result_error_in_all': 0.9914612241729988, 'result_error_out_all': 0.994205824018678, 'result_error_in_mask': 0.9922024497765519, 'result_error_out_mask': 0.9957569494775944, 'result_false_positives': 0.0, 'result_false_negatives': 0.2, 'result_response_active': 0.23209563938631442, 'result_response_inactive': 0.01120447203161887, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9952816843974166, 'result_error_out_all': 0.9968535791993478, 'result_error_in_mask': 0.9950562127450088, 'result_error_out_mask': 0.9964851904416359, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.3790689531586875, 'result_response_inactive': 0.005899915063434311, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.9945425065998467, 'result_error_out_all': 0.9952302858548816, 'result_error_in_mask': 0.9941726276725952, 'result_error_out_mask': 0.9949753238962844, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.276760570326505, 'result_response_inactive': 0.013692183333087435, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 0.9974589337751227, 'result_error_out_all': 0.9978953547338811, 'result_error_in_mask': 0.9977336603415305, 'result_error_out_mask': 0.9982733510658175, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_response_active': 0.2818430602398888, 'result_response_inactive': 0.010925676089202164, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.9957661778905593, 'result_error_out_all': 0.9982012308493932, 'result_error_in_mask': 0.995919995850208, 'result_error_out_mask': 0.9984848750858436, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.3342242472932203, 'result_response_inactive': 0.012289789077405598, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 4, 'result_error_in_all': 0.9949915791819804, 'result_error_out_all': 0.9935947215843466, 'result_error_in_mask': 0.9952728320482258, 'result_error_out_mask': 0.9944858557007621, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.34491007062456003, 'result_response_inactive': 0.007647350691377166, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 5, 'result_error_in_all': 0.9945275820414153, 'result_error_out_all': 0.996742422253272, 'result_error_in_mask': 0.9959880195432855, 'result_error_out_mask': 0.9989040390662959, 'result_false_positives': 0.0, 'result_false_negatives': 0.12, 'result_response_active': 0.2852283487071093, 'result_response_inactive': 0.015258470712493009, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 6, 'result_error_in_all': 0.99507269618366, 'result_error_out_all': 0.9962211881356005, 'result_error_in_mask': 0.9963773480703033, 'result_error_out_mask': 0.9984132931875742, 'result_false_positives': 0.0, 'result_false_negatives': 0.12, 'result_response_active': 0.31260883098867326, 'result_response_inactive': 0.01204265860671772, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 7, 'result_error_in_all': 0.9959592214275066, 'result_error_out_all': 0.9966878894906032, 'result_error_in_mask': 0.9959402137755251, 'result_error_out_mask': 0.9972599552757587, 'result_false_positives': 0.0, 'result_false_negatives': 0.12, 'result_response_active': 0.3536291441398697, 'result_response_inactive': 0.007460533582634869, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 8, 'result_error_in_all': 0.9930087619088238, 'result_error_out_all': 0.9932231011972523, 'result_error_in_mask': 0.9944532298913294, 'result_error_out_mask': 0.9946383531885123, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_response_active': 0.3399654381969365, 'result_response_inactive': 0.006682257853801626, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 0, 'result_error_in_all': 0.995283671264993, 'result_error_out_all': 0.9968298990576838, 'result_error_in_mask': 0.9950562127450088, 'result_error_out_mask': 0.9964851904416359, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.37549396547871045, 'result_response_inactive': 0.00771799143126226, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 1, 'result_error_in_all': 0.9943311445270875, 'result_error_out_all': 0.9950165376769852, 'result_error_in_mask': 0.9941726276725952, 'result_error_out_mask': 0.9949753238962844, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.3219140915135224, 'result_response_inactive': 0.00850929104162696, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 2, 'result_error_in_all': 0.9975754041742245, 'result_error_out_all': 0.9980516257233101, 'result_error_in_mask': 0.9977336603415305, 'result_error_out_mask': 0.9982733510658175, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_response_active': 0.34202449435774673, 'result_response_inactive': 0.0023461252564567422, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 3, 'result_error_in_all': 0.9959369518485937, 'result_error_out_all': 0.9984276557818335, 'result_error_in_mask': 0.995919995850208, 'result_error_out_mask': 0.9984848750858436, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.382810049912048, 'result_response_inactive': 0.00571707820502586, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 4, 'result_error_in_all': 0.9950961255242233, 'result_error_out_all': 0.9938242737503766, 'result_error_in_mask': 0.9952728320482258, 'result_error_out_mask': 0.9944858557007621, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.33935028692326213, 'result_response_inactive': 0.011458261118753664, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 5, 'result_error_in_all': 0.9944798635111504, 'result_error_out_all': 0.9967066226188103, 'result_error_in_mask': 0.9977346596574791, 'result_error_out_mask': 0.9990181869901773, 'result_false_positives': 0.0, 'result_false_negatives': 0.16, 'result_response_active': 0.308126515019423, 'result_response_inactive': 0.012221574454655233, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 6, 'result_error_in_all': 0.9951727868429016, 'result_error_out_all': 0.9962502717306565, 'result_error_in_mask': 0.9950315506514654, 'result_error_out_mask': 0.9959720454272158, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.3761187360357051, 'result_response_inactive': 0.0029310813233457494, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 7, 'result_error_in_all': 0.9959934827535961, 'result_error_out_all': 0.9967563215851246, 'result_error_in_mask': 0.9959402137755251, 'result_error_out_mask': 0.9972599552757587, 'result_false_positives': 0.0, 'result_false_negatives': 0.12, 'result_response_active': 0.3864386911062206, 'result_response_inactive': 0.005849238469753104, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 0, 'result_error_in_all': 1.0074957891062801, 'result_error_out_all': 1.0287767890563608, 'result_error_in_mask': 0.998429655668384, 'result_error_out_mask': 0.9993987665774984, 'result_false_positives': 0.68, 'result_false_negatives': 0.04, 'result_response_active': -43.41925213763681, 'result_response_inactive': 10.093138293841132, 'result_auc': 0.42000000000000004}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 1, 'result_error_in_all': 0.9978791549488576, 'result_error_out_all': 0.9986044308961712, 'result_error_in_mask': 0.9979661791194143, 'result_error_out_mask': 0.9986593628068449, 'result_false_positives': 0.64, 'result_false_negatives': 0.0, 'result_response_active': 2.04370109201452, 'result_response_inactive': -0.5862375715379642, 'result_auc': 0.8099999999999999}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 2, 'result_error_in_all': 1.0060521434456156, 'result_error_out_all': 1.0173659801717774, 'result_error_in_mask': 0.9997578728104755, 'result_error_out_mask': 0.9999681022275823, 'result_false_positives': 0.12, 'result_false_negatives': 0.2, 'result_response_active': -97.96550706778945, 'result_response_inactive': 32.790705339588484, 'result_auc': 0.37999999999999995}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 3, 'result_error_in_all': 0.9990083692649512, 'result_error_out_all': 1.0003988156829728, 'result_error_in_mask': 0.9998933492160774, 'result_error_out_mask': 1.0000187180979956, 'result_false_positives': 0.08, 'result_false_negatives': 0.2, 'result_response_active': 0.719889500660263, 'result_response_inactive': -0.12971119384228968, 'result_auc': 0.78}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 4, 'result_error_in_all': 0.9970698109103687, 'result_error_out_all': 0.9973839134865815, 'result_error_in_mask': 0.9982701700827579, 'result_error_out_mask': 0.9987069504154789, 'result_false_positives': 0.64, 'result_false_negatives': 0.04, 'result_response_active': 0.5352472187671002, 'result_response_inactive': -0.7957860593420263, 'result_auc': 0.56}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 5, 'result_error_in_all': 0.9993780858326451, 'result_error_out_all': 1.000646256027622, 'result_error_in_mask': 0.9971547805164314, 'result_error_out_mask': 0.9985522977682922, 'result_false_positives': 0.64, 'result_false_negatives': 0.0, 'result_response_active': 2.6945388290595087, 'result_response_inactive': -0.9823779873742833, 'result_auc': 0.7300000000000001}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 6, 'result_error_in_all': 1.0003874475213754, 'result_error_out_all': 1.005014577832383, 'result_error_in_mask': 0.9974902203857032, 'result_error_out_mask': 0.9986614329185396, 'result_false_positives': 0.68, 'result_false_negatives': 0.04, 'result_response_active': -0.5300298076551189, 'result_response_inactive': -0.3518771756825753, 'result_auc': 0.55}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 7, 'result_error_in_all': 0.9972758035035414, 'result_error_out_all': 0.9976152386190207, 'result_error_in_mask': 0.9983643144114072, 'result_error_out_mask': 0.9996461953170346, 'result_false_positives': 0.68, 'result_false_negatives': 0.12, 'result_response_active': -3.317063460204056, 'result_response_inactive': -0.010869202884407844, 'result_auc': 0.39}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 0, 'result_error_in_all': 0.9952345824212042, 'result_error_out_all': 0.9967320505916892, 'result_error_in_mask': 0.9950562127450088, 'result_error_out_mask': 0.9964851904416359, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.35342981177500105, 'result_response_inactive': 0.009860560286308433, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 1, 'result_error_in_all': 0.9944108527782834, 'result_error_out_all': 0.9950971599915017, 'result_error_in_mask': 0.9941726276725952, 'result_error_out_mask': 0.9949753238962844, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.302371381934333, 'result_response_inactive': 0.009029611182044827, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 2, 'result_error_in_all': 0.9974525327022078, 'result_error_out_all': 0.9979133973229304, 'result_error_in_mask': 0.9977336603415305, 'result_error_out_mask': 0.9982733510658175, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_response_active': 0.303671586717035, 'result_response_inactive': 0.0067799131932003, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 3, 'result_error_in_all': 0.9959239429197019, 'result_error_out_all': 0.9983989214565089, 'result_error_in_mask': 0.995919995850208, 'result_error_out_mask': 0.9984848750858436, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.3728703633925722, 'result_response_inactive': 0.006405019960451881, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 4, 'result_error_in_all': 0.9951068528985519, 'result_error_out_all': 0.9938913107268617, 'result_error_in_mask': 0.9971193406894097, 'result_error_out_mask': 0.9966646947140787, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_response_active': 0.3203210743359281, 'result_response_inactive': 0.0125013086839179, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 5, 'result_error_in_all': 0.9943925772676344, 'result_error_out_all': 0.9966091383361343, 'result_error_in_mask': 0.9959880195432855, 'result_error_out_mask': 0.9989040390662959, 'result_false_positives': 0.0, 'result_false_negatives': 0.12, 'result_response_active': 0.305347137442998, 'result_response_inactive': 0.01050345498938414, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 6, 'result_error_in_all': 0.9951265438384709, 'result_error_out_all': 0.9962200161372448, 'result_error_in_mask': 0.9950315506514654, 'result_error_out_mask': 0.9959720454272158, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.3535460198652727, 'result_response_inactive': 0.006132572629597135, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 7, 'result_error_in_all': 0.9959940027777474, 'result_error_out_all': 0.9967395706593339, 'result_error_in_mask': 0.9959402137755251, 'result_error_out_mask': 0.9972599552757587, 'result_false_positives': 0.0, 'result_false_negatives': 0.12, 'result_response_active': 0.3652220828090792, 'result_response_inactive': 0.007171554163546351, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.925767607287569, 'result_error_out_all': 0.9361991236772431, 'result_error_in_mask': 0.9242662575825226, 'result_error_out_mask': 0.9332237200865546, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4470115744960645, 'result_response_inactive': 0.027678642708402805, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.9107643244591346, 'result_error_out_all': 0.9315576507402354, 'result_error_in_mask': 0.9222886900791999, 'result_error_out_mask': 0.953782398711236, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_response_active': 0.4888766500020936, 'result_response_inactive': 0.02462409837207996, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 0.9363588707681273, 'result_error_out_all': 0.9330306331679018, 'result_error_in_mask': 0.9384276627765035, 'result_error_out_mask': 0.9421828991856033, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.41079268707616723, 'result_response_inactive': 0.006315839728354976, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.9157552480609201, 'result_error_out_all': 0.9366230327242699, 'result_error_in_mask': 0.9149622919845538, 'result_error_out_mask': 0.9355651832562484, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5290889373075522, 'result_response_inactive': 0.018971518113143095, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 4, 'result_error_in_all': 0.921940817785498, 'result_error_out_all': 0.9384273878190562, 'result_error_in_mask': 0.9221641821507952, 'result_error_out_mask': 0.9412341663148275, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_response_active': 0.42856095190198973, 'result_response_inactive': 0.03314384340892536, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 5, 'result_error_in_all': 0.9140655980027192, 'result_error_out_all': 0.9342648582727394, 'result_error_in_mask': 0.911529142381989, 'result_error_out_mask': 0.9329417966396435, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4460038244849681, 'result_response_inactive': 0.0320029898695258, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 6, 'result_error_in_all': 0.91527254930666, 'result_error_out_all': 0.9316370114161819, 'result_error_in_mask': 0.9164855760820593, 'result_error_out_mask': 0.9341992293659768, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.4708848895484947, 'result_response_inactive': 0.01656242042755095, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 7, 'result_error_in_all': 0.9147019038611224, 'result_error_out_all': 0.9195097701184488, 'result_error_in_mask': 0.9181274758253846, 'result_error_out_mask': 0.9242566656745973, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.43208055269718876, 'result_response_inactive': 0.017575703800038023, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 8, 'result_error_in_all': 0.9097849900106304, 'result_error_out_all': 0.913894177146099, 'result_error_in_mask': 0.9117749221427826, 'result_error_out_mask': 0.9193196455086596, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.5071312863019294, 'result_response_inactive': 0.024370831604855803, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 0, 'result_error_in_all': 0.9256666862772668, 'result_error_out_all': 0.9360778580916419, 'result_error_in_mask': 0.9242662575825226, 'result_error_out_mask': 0.9332237200865546, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.45829638655895, 'result_response_inactive': 0.021129810621601228, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 1, 'result_error_in_all': 0.9109035544250204, 'result_error_out_all': 0.9316118300353056, 'result_error_in_mask': 0.9222886900791999, 'result_error_out_mask': 0.953782398711236, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_response_active': 0.4785398969019809, 'result_response_inactive': 0.03193816722678973, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 2, 'result_error_in_all': 0.9363185506919832, 'result_error_out_all': 0.9330923172255039, 'result_error_in_mask': 0.9384276627765035, 'result_error_out_mask': 0.9421828991856033, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.4211092372965791, 'result_response_inactive': 0.007080340455660921, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 25, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 3, 'result_error_in_all': 0.9157262998314585, 'result_error_out_all': 0.9367366190991614, 'result_error_in_mask': 0.9149622919845538, 'result_error_out_mask': 0.9355651832562484, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5352906980196395, 'result_response_inactive': 0.017214307904095935, 'result_auc': 1.0}
