
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.0004228730390665, 'result_error_out_all': 1.000410428248799, 'result_error_in_mask': 1.0431968574096597, 'result_error_out_mask': 1.0623217853072322, 'result_false_positives': 0.36, 'result_false_negatives': 0.07, 'result_auc': 0.48108448928121056}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 3, 'result_error_in_all': 0.9583929896990773, 'result_error_out_all': 5.008404627757412, 'result_error_in_mask': 0.9755650873636664, 'result_error_out_mask': 0.9965089719840744, 'result_false_positives': 0.12, 'result_false_negatives': 0.08, 'result_auc': 0.5249169435215947}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 4, 'result_error_in_all': 0.9612794574601535, 'result_error_out_all': 25.454969942047622, 'result_error_in_mask': 0.9792033912025889, 'result_error_out_mask': 1.0731512267680032, 'result_false_positives': 0.36, 'result_false_negatives': 0.08, 'result_auc': 0.4617996604414261}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 5, 'result_error_in_all': 0.9666605438675491, 'result_error_out_all': 3.9838387792401924, 'result_error_in_mask': 0.9637168856059614, 'result_error_out_mask': 1.00463936903393, 'result_false_positives': 0.1, 'result_false_negatives': 0.06, 'result_auc': 0.6079734219269102}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 6, 'result_error_in_all': 0.9447349742479753, 'result_error_out_all': 85.54841458905837, 'result_error_in_mask': 0.9900258264584648, 'result_error_out_mask': 1.0712815200334425, 'result_false_positives': 0.32, 'result_false_negatives': 0.1, 'result_auc': 0.4264705882352941}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 7, 'result_error_in_all': 0.9648283379763061, 'result_error_out_all': 13.586451518719372, 'result_error_in_mask': 0.9975857922376895, 'result_error_out_mask': 1.0088195376782578, 'result_false_positives': 0.06, 'result_false_negatives': 0.1, 'result_auc': 0.44680851063829785}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 8, 'result_error_in_all': 0.958908479258681, 'result_error_out_all': 4.614359184962699, 'result_error_in_mask': 0.9734892039152211, 'result_error_out_mask': 1.0507585322060164, 'result_false_positives': 0.22, 'result_false_negatives': 0.08, 'result_auc': 0.4890350877192982}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 9, 'result_error_in_all': 0.9528159236669214, 'result_error_out_all': 241.28829989378457, 'result_error_in_mask': 0.9690014349642817, 'result_error_out_mask': 1.029560903191214, 'result_false_positives': 0.2, 'result_false_negatives': 0.08, 'result_auc': 0.49417249417249415}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9251615713938328, 'result_error_out_all': 0.9172643772282741, 'result_error_in_mask': 0.9258270389661534, 'result_error_out_mask': 0.9184206486370473, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 1, 'result_error_in_all': 0.9311884737332643, 'result_error_out_all': 0.9308786223416683, 'result_error_in_mask': 0.931987286924402, 'result_error_out_mask': 0.9318496320215872, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 2, 'result_error_in_all': 0.9061013484338922, 'result_error_out_all': 0.916217562844129, 'result_error_in_mask': 0.9061642108732872, 'result_error_out_mask': 0.9162938546995464, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 3, 'result_error_in_all': 0.9125145486253934, 'result_error_out_all': 0.91890526684482, 'result_error_in_mask': 0.912571499083792, 'result_error_out_mask': 0.9188281062708308, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 4, 'result_error_in_all': 0.9179398063656249, 'result_error_out_all': 0.9042337704174698, 'result_error_in_mask': 0.9180139336202962, 'result_error_out_mask': 0.9041338415432227, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 5, 'result_error_in_all': 0.9239705075843339, 'result_error_out_all': 0.9171610833968308, 'result_error_in_mask': 0.9242651557234701, 'result_error_out_mask': 0.9173119250995448, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 6, 'result_error_in_all': 0.9022018353889436, 'result_error_out_all': 0.8768541573259689, 'result_error_in_mask': 0.902352032824009, 'result_error_out_mask': 0.8770505480384047, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 7, 'result_error_in_all': 0.9231318782394238, 'result_error_out_all': 0.9081259899498085, 'result_error_in_mask': 0.923287495567097, 'result_error_out_mask': 0.9077296395303307, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 8, 'result_error_in_all': 0.9147307389372769, 'result_error_out_all': 0.8950563483388687, 'result_error_in_mask': 0.9151139118031709, 'result_error_out_mask': 0.8965409199723444, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 9, 'result_error_in_all': 0.9060620274941815, 'result_error_out_all': 0.9219631782726879, 'result_error_in_mask': 0.9061622671349766, 'result_error_out_mask': 0.9220050111639879, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 0.9412590903397644, 'result_error_out_all': 0.9557395593580579, 'result_error_in_mask': 0.9258270389661534, 'result_error_out_mask': 0.9184206486370473, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 1, 'result_error_in_all': 0.9487469187405635, 'result_error_out_all': 0.9720737298834816, 'result_error_in_mask': 0.9486088985080732, 'result_error_out_mask': 0.9598229472749146, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_auc': 0.9787234042553192}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 2, 'result_error_in_all': 0.92457679512383, 'result_error_out_all': 0.9509271756399919, 'result_error_in_mask': 0.9573679955488855, 'result_error_out_mask': 0.9557511240002312, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_auc': 0.96875}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 3, 'result_error_in_all': 0.929837226154228, 'result_error_out_all': 0.9647758817695953, 'result_error_in_mask': 0.912571499083792, 'result_error_out_mask': 0.9188281062708308, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 4, 'result_error_in_all': 0.935258987736409, 'result_error_out_all': 0.9528842376964838, 'result_error_in_mask': 0.939924740176546, 'result_error_out_mask': 0.9460876172225863, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_auc': 0.9787234042553192}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 5, 'result_error_in_all': 0.9403194069606536, 'result_error_out_all': 0.9623028264871011, 'result_error_in_mask': 0.9330809359683307, 'result_error_out_mask': 0.9355220035227533, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_auc': 0.9891304347826088}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 6, 'result_error_in_all': 0.9193987755203435, 'result_error_out_all': 0.9281762001620174, 'result_error_in_mask': 0.902352032824009, 'result_error_out_mask': 0.8770505480384047, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 7, 'result_error_in_all': 0.9412020314633528, 'result_error_out_all': 0.9522552683378, 'result_error_in_mask': 0.9502464284194457, 'result_error_out_mask': 0.9510492386657804, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_auc': 0.9787234042553192}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 8, 'result_error_in_all': 0.9330396999131675, 'result_error_out_all': 0.9432103573395817, 'result_error_in_mask': 0.9151139118031709, 'result_error_out_mask': 0.8965409199723444, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 9, 'result_error_in_all': 0.9271752501889606, 'result_error_out_all': 0.9660432920776727, 'result_error_in_mask': 0.9061622671349766, 'result_error_out_mask': 0.9220050111639879, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 0.9647152906288731, 'result_error_out_all': 1.1482698197059047, 'result_error_in_mask': 0.9258270389661534, 'result_error_out_mask': 0.9184206486370473, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 1, 'result_error_in_all': 0.9679982773021354, 'result_error_out_all': 1.1351749938296816, 'result_error_in_mask': 0.9376913244931993, 'result_error_out_mask': 0.9466089395486247, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_auc': 0.9891304347826088}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 2, 'result_error_in_all': 0.944057483924757, 'result_error_out_all': 1.1370270238782225, 'result_error_in_mask': 0.9061642108732872, 'result_error_out_mask': 0.9162938546995464, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 3, 'result_error_in_all': 0.9507121449683638, 'result_error_out_all': 1.155607625187399, 'result_error_in_mask': 0.9134242974884481, 'result_error_out_mask': 0.9205092876347426, 'result_false_positives': 0.02, 'result_false_negatives': 0.0, 'result_auc': 0.9166666666666667}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 4, 'result_error_in_all': 0.9549370636739699, 'result_error_out_all': 1.0965987439491593, 'result_error_in_mask': 0.9383778321203795, 'result_error_out_mask': 0.9316655865745783, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_auc': 0.9787234042553192}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 5, 'result_error_in_all': 0.9594460306450735, 'result_error_out_all': 1.1402672216173313, 'result_error_in_mask': 0.9242651557234701, 'result_error_out_mask': 0.9173119250995448, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 6, 'result_error_in_all': 0.9369532054225161, 'result_error_out_all': 1.1061791136314973, 'result_error_in_mask': 0.9126719392022596, 'result_error_out_mask': 0.9002081964302757, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_auc': 0.9891304347826088}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 7, 'result_error_in_all': 0.9576530315541366, 'result_error_out_all': 1.1244459119736474, 'result_error_in_mask': 0.9243143905818461, 'result_error_out_mask': 0.9086244935868456, 'result_false_positives': 0.02, 'result_false_negatives': 0.0, 'result_auc': 0.9166666666666667}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 8, 'result_error_in_all': 0.9510438385634232, 'result_error_out_all': 1.1354655259224125, 'result_error_in_mask': 0.9151139118031709, 'result_error_out_mask': 0.8965409199723444, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 9, 'result_error_in_all': 0.9444019663674692, 'result_error_out_all': 1.1892467867038023, 'result_error_in_mask': 0.9069006514827012, 'result_error_out_mask': 0.9226511205452553, 'result_false_positives': 0.02, 'result_false_negatives': 0.0, 'result_auc': 0.9166666666666667}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 0.9329451078503535, 'result_error_out_all': 0.9420581745732552, 'result_error_in_mask': 0.9258270389661534, 'result_error_out_mask': 0.9184206486370473, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 1, 'result_error_in_all': 0.9406637244917282, 'result_error_out_all': 0.965116006300964, 'result_error_in_mask': 0.9376913244931993, 'result_error_out_mask': 0.9466089395486247, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_auc': 0.9891304347826088}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 2, 'result_error_in_all': 0.9138261147687872, 'result_error_out_all': 0.9386341070440195, 'result_error_in_mask': 0.9061642108732872, 'result_error_out_mask': 0.9162938546995464, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 3, 'result_error_in_all': 0.9201860366445868, 'result_error_out_all': 0.9464830422732415, 'result_error_in_mask': 0.912571499083792, 'result_error_out_mask': 0.9188281062708308, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 4, 'result_error_in_all': 0.9258656520376608, 'result_error_out_all': 0.9329978606445125, 'result_error_in_mask': 0.9180139336202962, 'result_error_out_mask': 0.9041338415432227, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 5, 'result_error_in_all': 0.9321507687387965, 'result_error_out_all': 0.9496857792161498, 'result_error_in_mask': 0.9242651557234701, 'result_error_out_mask': 0.9173119250995448, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 6, 'result_error_in_all': 0.911485429214326, 'result_error_out_all': 0.9129846574359413, 'result_error_in_mask': 0.902352032824009, 'result_error_out_mask': 0.8770505480384047, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 7, 'result_error_in_all': 0.9318756887307162, 'result_error_out_all': 0.9378218240926175, 'result_error_in_mask': 0.923287495567097, 'result_error_out_mask': 0.9077296395303307, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 8, 'result_error_in_all': 0.9248498249728889, 'result_error_out_all': 0.9259624893708414, 'result_error_in_mask': 0.9151139118031709, 'result_error_out_mask': 0.8965409199723444, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 9, 'result_error_in_all': 0.9159740238124776, 'result_error_out_all': 0.9522726475260831, 'result_error_in_mask': 0.9061622671349766, 'result_error_out_mask': 0.9220050111639879, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9999901369292086, 'result_error_out_all': 1.0000371895394915, 'result_error_in_mask': 1.0230698806149126, 'result_error_out_mask': 1.0325853886781564, 'result_false_positives': 0.32, 'result_false_negatives': 0.08, 'result_auc': 0.564935064935065}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.0524141159828972, 'result_error_out_all': 592.939672849155, 'result_error_in_mask': 1.0036372149372357, 'result_error_out_mask': 1.005164543718308, 'result_false_positives': 0.08, 'result_false_negatives': 0.18, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9996119570074549, 'result_error_out_all': 0.9996891180040587, 'result_error_in_mask': 1.0084870413178797, 'result_error_out_mask': 1.0096227589199884, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.0030878248616795, 'result_error_out_all': 1.0011555611989704, 'result_error_in_mask': 1.0084556867559367, 'result_error_out_mask': 1.0079487687078272, 'result_false_positives': 0.14, 'result_false_negatives': 0.2, 'result_auc': 0.38372093023255816}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.0435092265910475, 'result_error_out_all': 1.2099378218765307, 'result_error_in_mask': 1.018769863026927, 'result_error_out_mask': 1.037578149639372, 'result_false_positives': 0.28, 'result_false_negatives': 0.12, 'result_auc': 0.5173611111111112}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 1.0014499190291377, 'result_error_out_all': 1.0011219193189804, 'result_error_in_mask': 1.0102642001381572, 'result_error_out_mask': 1.0100134297496204, 'result_false_positives': 0.16, 'result_false_negatives': 0.16, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.0001404639168594, 'result_error_out_all': 1.000114754765104, 'result_error_in_mask': 1.0239543251089398, 'result_error_out_mask': 1.0337643466162245, 'result_false_positives': 0.36, 'result_false_negatives': 0.02, 'result_auc': 0.5730519480519481}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.0538524535800498, 'result_error_out_all': 593.631678918023, 'result_error_in_mask': 1.0038223818875438, 'result_error_out_mask': 1.0053149615457009, 'result_false_positives': 0.08, 'result_false_negatives': 0.08, 'result_auc': 0.5555555555555555}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9998004403710093, 'result_error_out_all': 0.9998888096959018, 'result_error_in_mask': 1.0041608936753583, 'result_error_out_mask': 1.003898116233034, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.003134299030545, 'result_error_out_all': 1.00122359338935, 'result_error_in_mask': 1.0085776723579976, 'result_error_out_mask': 1.0080019594210319, 'result_false_positives': 0.14, 'result_false_negatives': 0.1, 'result_auc': 0.4418604651162791}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.0449405932174418, 'result_error_out_all': 1.2113860994309378, 'result_error_in_mask': 1.0196603920483251, 'result_error_out_mask': 1.037579056867873, 'result_false_positives': 0.32, 'result_false_negatives': 0.06, 'result_auc': 0.5086805555555556}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 1.0018056542569762, 'result_error_out_all': 1.001220728731453, 'result_error_in_mask': 1.0081167702952254, 'result_error_out_mask': 1.0076261572289802, 'result_false_positives': 0.14, 'result_false_negatives': 0.1, 'result_auc': 0.4418604651162791}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9563908969143067, 'result_error_out_all': 0.9654718752561586, 'result_error_in_mask': 0.958210717509063, 'result_error_out_mask': 0.9681182389016633, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 0.9999478861670127, 'result_error_out_all': 568.5645522370244, 'result_error_in_mask': 0.9922852900247464, 'result_error_out_mask': 1.0072004700972317, 'result_false_positives': 0.08, 'result_false_negatives': 0.18, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9563908969143067, 'result_error_out_all': 0.9654718752561586, 'result_error_in_mask': 0.958210717509063, 'result_error_out_mask': 0.9681182389016633, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 0.9725095317526218, 'result_error_out_all': 0.9865283304494488, 'result_error_in_mask': 0.958210717509063, 'result_error_out_mask': 0.9681182389016633, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 0.9914784498218919, 'result_error_out_all': 1.1611050042948519, 'result_error_in_mask': 0.9935778496232376, 'result_error_out_mask': 0.9970094145490639, 'result_false_positives': 0.0, 'result_false_negatives': 0.18, 'result_auc': 0.9081632653061225}
