{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 0, 'result_error_in_all': 0.9999981881066288, 'result_error_out_all': 0.9999996092063496, 'result_error_in_mask': 1.0002483436100138, 'result_error_out_mask': 1.0001844524323475, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6577777777777778}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 5, 'result_error_in_all': 0.9990988463415481, 'result_error_out_all': 1.0004678812300105, 'result_error_in_mask': 0.9955273796496973, 'result_error_out_mask': 0.9967770815351096, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.7677777777777778}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 6, 'result_error_in_all': 0.9993034418003933, 'result_error_out_all': 0.9986545862100235, 'result_error_in_mask': 0.992519798795089, 'result_error_out_mask': 0.9949691729834305, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6144444444444445}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 7, 'result_error_in_all': 0.9998771767683222, 'result_error_out_all': 1.0002619978792742, 'result_error_in_mask': 0.9911273649611392, 'result_error_out_mask': 0.9919238659321601, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8188888888888889}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 8, 'result_error_in_all': 0.9995451046432592, 'result_error_out_all': 0.9989088925412637, 'result_error_in_mask': 0.9942890383511926, 'result_error_out_mask': 0.9947763524344818, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6777777777777778}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 9, 'result_error_in_all': 0.9978254746256854, 'result_error_out_all': 0.9974241965701249, 'result_error_in_mask': 0.9975900589765305, 'result_error_out_mask': 0.9978315707026228, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8544444444444445}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 0.9940674344393301, 'result_error_out_all': 0.9960439714913187, 'result_error_in_mask': 0.9859564267117816, 'result_error_out_mask': 0.9842923427070016, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 1, 'result_error_in_all': 0.994975391272576, 'result_error_out_all': 0.9975288181761759, 'result_error_in_mask': 0.9871029489518138, 'result_error_out_mask': 0.9869718079075351, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 2, 'result_error_in_all': 0.9944962459317709, 'result_error_out_all': 0.9965475590340043, 'result_error_in_mask': 0.9858821553008141, 'result_error_out_mask': 0.9855559200951887, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9933333333333334}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 3, 'result_error_in_all': 0.9927626686172376, 'result_error_out_all': 0.9965803029872203, 'result_error_in_mask': 0.9826851765836202, 'result_error_out_mask': 0.9867165547649507, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 4, 'result_error_in_all': 0.9926043733139659, 'result_error_out_all': 0.9963914707972369, 'result_error_in_mask': 0.9809859734812423, 'result_error_out_mask': 0.9841984096389143, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9722222222222222}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 5, 'result_error_in_all': 0.9923359786571877, 'result_error_out_all': 0.9964628246715276, 'result_error_in_mask': 0.9809193454616995, 'result_error_out_mask': 0.9811103458412702, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 6, 'result_error_in_all': 0.9922435031539061, 'result_error_out_all': 0.995537565449779, 'result_error_in_mask': 0.9798690557885814, 'result_error_out_mask': 0.9816679694044707, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 7, 'result_error_in_all': 0.9939262287453674, 'result_error_out_all': 0.9963898683164165, 'result_error_in_mask': 0.9833630847236975, 'result_error_out_mask': 0.9833810879595037, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 8, 'result_error_in_all': 0.99204086177052, 'result_error_out_all': 0.9961448661732925, 'result_error_in_mask': 0.9818679228338675, 'result_error_out_mask': 0.9847897994726035, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 9, 'result_error_in_all': 0.993417721909479, 'result_error_out_all': 0.996065990160259, 'result_error_in_mask': 0.9821437548630684, 'result_error_out_mask': 0.9819384461128008, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9988888888888889}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 0.9940688137425263, 'result_error_out_all': 0.9960445586077347, 'result_error_in_mask': 0.9859564267117816, 'result_error_out_mask': 0.9842923427070016, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 1, 'result_error_in_all': 0.9949772580283507, 'result_error_out_all': 0.9975317584337444, 'result_error_in_mask': 0.9871029489518138, 'result_error_out_mask': 0.9869718079075351, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 2, 'result_error_in_all': 0.9944947109356402, 'result_error_out_all': 0.9965492986798415, 'result_error_in_mask': 0.9858821553008141, 'result_error_out_mask': 0.9855559200951887, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9933333333333334}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 3, 'result_error_in_all': 0.9927893385960421, 'result_error_out_all': 0.996623853738388, 'result_error_in_mask': 0.9826851765836202, 'result_error_out_mask': 0.9867165547649507, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 4, 'result_error_in_all': 0.992593362675277, 'result_error_out_all': 0.9963833680787243, 'result_error_in_mask': 0.9809859734812423, 'result_error_out_mask': 0.9841984096389143, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9733333333333334}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 5, 'result_error_in_all': 0.9923359786571877, 'result_error_out_all': 0.9964628246715276, 'result_error_in_mask': 0.9809193454616995, 'result_error_out_mask': 0.9811103458412702, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 6, 'result_error_in_all': 0.9922435031539061, 'result_error_out_all': 0.995537565449779, 'result_error_in_mask': 0.9798690557885814, 'result_error_out_mask': 0.9816679694044707, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 7, 'result_error_in_all': 0.9939262287453674, 'result_error_out_all': 0.9963898683164165, 'result_error_in_mask': 0.9833630847236975, 'result_error_out_mask': 0.9833810879595037, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 8, 'result_error_in_all': 0.9924186116331633, 'result_error_out_all': 0.9962891183755137, 'result_error_in_mask': 0.984860631012529, 'result_error_out_mask': 0.9880059431643753, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 9, 'result_error_in_all': 0.993417721909479, 'result_error_out_all': 0.996065990160259, 'result_error_in_mask': 0.9821437548630684, 'result_error_out_mask': 0.9819384461128008, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9988888888888889}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 0, 'result_error_in_all': 0.9991675401395497, 'result_error_out_all': 0.9994703754488611, 'result_error_in_mask': 0.9940917411551107, 'result_error_out_mask': 0.9940312790560822, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9957894736842106}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 1, 'result_error_in_all': 0.9987793708022572, 'result_error_out_all': 0.9996124335868892, 'result_error_in_mask': 0.9961729382058803, 'result_error_out_mask': 0.9956747956742474, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9768421052631578}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 2, 'result_error_in_all': 0.9970106488952436, 'result_error_out_all': 0.9980401326799774, 'result_error_in_mask': 0.9901704486257275, 'result_error_out_mask': 0.9907397188149856, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 3, 'result_error_in_all': 0.9960913676101393, 'result_error_out_all': 0.9980616760182198, 'result_error_in_mask': 0.9905830518000641, 'result_error_out_mask': 0.9918124552909969, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 4, 'result_error_in_all': 0.9985981068598151, 'result_error_out_all': 0.999213262170752, 'result_error_in_mask': 0.9910440312580505, 'result_error_out_mask': 0.9918208743753614, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9389473684210525}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 5, 'result_error_in_all': 0.9964117464126881, 'result_error_out_all': 0.9984545761562325, 'result_error_in_mask': 0.9906119670130223, 'result_error_out_mask': 0.9899835279066411, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 6, 'result_error_in_all': 0.9973437700159611, 'result_error_out_all': 0.9990555584816317, 'result_error_in_mask': 0.9901763055793084, 'result_error_out_mask': 0.9905546986363966, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 7, 'result_error_in_all': 0.997438969683583, 'result_error_out_all': 0.9981526453645632, 'result_error_in_mask': 0.9918002247438192, 'result_error_out_mask': 0.9911515952419184, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 8, 'result_error_in_all': 0.9953553601395062, 'result_error_out_all': 0.9976862300796508, 'result_error_in_mask': 0.991519915965785, 'result_error_out_mask': 0.9931418523210681, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 9, 'result_error_in_all': 0.9991586022378162, 'result_error_out_all': 0.9995570210147466, 'result_error_in_mask': 0.992184511663428, 'result_error_out_mask': 0.9915597943571318, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9978947368421053}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.993364980740908, 'result_error_out_all': 0.9923135450245139, 'result_error_in_mask': 0.9919964705434929, 'result_error_out_mask': 0.9907894821627516, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.9947630471340495, 'result_error_out_all': 0.994517957043198, 'result_error_in_mask': 0.9941011611197192, 'result_error_out_mask': 0.9937743206783644, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 0.9905664569129974, 'result_error_out_all': 0.9913516422135882, 'result_error_in_mask': 0.9901704486257275, 'result_error_out_mask': 0.9907397188149856, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.9909519360405468, 'result_error_out_all': 0.9922997486188424, 'result_error_in_mask': 0.9905830518000641, 'result_error_out_mask': 0.9918124552909969, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 4, 'result_error_in_all': 0.9913809911720558, 'result_error_out_all': 0.9923944880424715, 'result_error_in_mask': 0.9910440312580505, 'result_error_out_mask': 0.9918208743753614, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9894736842105264}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 5, 'result_error_in_all': 0.9914196232755665, 'result_error_out_all': 0.9912915735713647, 'result_error_in_mask': 0.9906119670130223, 'result_error_out_mask': 0.9899835279066411, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 6, 'result_error_in_all': 0.9910745129235841, 'result_error_out_all': 0.9915924450978763, 'result_error_in_mask': 0.9901763055793084, 'result_error_out_mask': 0.9905546986363966, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 7, 'result_error_in_all': 0.9923299869013987, 'result_error_out_all': 0.9919605367232653, 'result_error_in_mask': 0.9918002247438192, 'result_error_out_mask': 0.9911515952419184, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 8, 'result_error_in_all': 0.9909612279774238, 'result_error_out_all': 0.9922169327182114, 'result_error_in_mask': 0.991519915965785, 'result_error_out_mask': 0.9931418523210681, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 9, 'result_error_in_all': 0.9947770439813607, 'result_error_out_all': 0.993504896644201, 'result_error_in_mask': 0.992184511663428, 'result_error_out_mask': 0.9915597943571318, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 0, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.997800673324699, 'result_error_out_mask': 0.9983953805523299, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 1, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9983781899044357, 'result_error_out_mask': 0.9993869128929843, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 2, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9975500483346824, 'result_error_out_mask': 0.998581088892381, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 3, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9969387535842759, 'result_error_out_mask': 0.9984788733252499, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 4, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9976262763468289, 'result_error_out_mask': 0.9987849714581252, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 5, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9971838206303993, 'result_error_out_mask': 0.9988420466227049, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 6, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.997456088572642, 'result_error_out_mask': 0.9987886934153547, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 7, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9978775861054768, 'result_error_out_mask': 0.9988365093130998, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 8, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9965872557872011, 'result_error_out_mask': 0.9986330101509124, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 9, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9978797928813665, 'result_error_out_mask': 0.9987774391824573, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.0922111162272021, 'result_error_out_all': 115.36122912470928, 'result_error_in_mask': 0.9993008071921964, 'result_error_out_mask': 0.999701227499428, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.391578947368421}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 1, 'result_error_in_all': 1.0970174433919702, 'result_error_out_all': 27.656787734453907, 'result_error_in_mask': 0.9996358337164704, 'result_error_out_mask': 0.9995963984265347, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.511578947368421}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 2, 'result_error_in_all': 1.0989208584286174, 'result_error_out_all': 13.585369642063727, 'result_error_in_mask': 0.9999435810631074, 'result_error_out_mask': 1.000113141100749, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.3263157894736842}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 3, 'result_error_in_all': 1.094118479799637, 'result_error_out_all': 6.286129222213757, 'result_error_in_mask': 0.9990552023532135, 'result_error_out_mask': 0.9999326871657767, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6378947368421053}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 4, 'result_error_in_all': 1.0947675715794616, 'result_error_out_all': 7.660992125931846, 'result_error_in_mask': 0.9992316781351762, 'result_error_out_mask': 0.9993158135039043, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6021052631578947}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 5, 'result_error_in_all': 1.098085055506717, 'result_error_out_all': 16.786127937138822, 'result_error_in_mask': 0.9999677615780086, 'result_error_out_mask': 1.0000071370325863, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.2252631578947369}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 6, 'result_error_in_all': 1.097446235555077, 'result_error_out_all': 17.325356299555846, 'result_error_in_mask': 0.999905528445695, 'result_error_out_mask': 1.0001130398669364, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5136842105263157}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 7, 'result_error_in_all': 1.0964521116950725, 'result_error_out_all': 5.310702891586412, 'result_error_in_mask': 0.9997722935523121, 'result_error_out_mask': 1.0002921251076973, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.4063157894736842}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 8, 'result_error_in_all': 1.0900464455157926, 'result_error_out_all': 39.11142885036428, 'result_error_in_mask': 0.9997580859371168, 'result_error_out_mask': 1.0001356817642528, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.34315789473684205}
