{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.999998605236062, 'result_error_out_all': 0.9999991222739826, 'result_error_in_mask': 1.0007613445570012, 'result_error_out_mask': 1.0005456669885764, 'result_false_positives': 0.47, 'result_false_negatives': 0.05, 'result_response_active': 1.0587917858095555e-07, 'result_response_inactive': -6.67147963054313e-08, 'result_auc': 0.5211111111111111}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankmle_loo', 'seed': 0, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999770892902721, 'result_error_out_mask': 0.9999849463916907, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankmle_loo', 'seed': 1, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999654212351621, 'result_error_out_mask': 0.9999868424450151, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankmle_loo', 'seed': 2, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999787875878632, 'result_error_out_mask': 0.9999974277415301, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankmle_loo', 'seed': 3, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.999974185979162, 'result_error_out_mask': 0.9999818223242125, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankmle_loo', 'seed': 4, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.99997075426812, 'result_error_out_mask': 0.9999825356601004, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_rankmle_loo', 'seed': 5, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.999938005568566, 'result_error_out_mask': 0.999981339616299, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ridgecv_bag', 'seed': 0, 'result_error_in_all': 0.9999926906746307, 'result_error_out_all': 0.9999932001825574, 'result_error_in_mask': 1.0000541290612255, 'result_error_out_mask': 1.0000350558655835, 'result_false_positives': 0.07, 'result_false_negatives': 0.08, 'result_response_active': 0.08236495045996477, 'result_response_inactive': -0.008516166506798836, 'result_auc': 0.52}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ridgecv_bag', 'seed': 1, 'result_error_in_all': 0.9999991757580249, 'result_error_out_all': 0.9999992913247091, 'result_error_in_mask': 0.9999947686358887, 'result_error_out_mask': 0.9999942901305816, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.14011442039585154, 'result_response_inactive': 0.007280901457533844, 'result_auc': 0.8311111111111112}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ridgecv_bag', 'seed': 2, 'result_error_in_all': 0.9999974390306375, 'result_error_out_all': 0.9999981149244026, 'result_error_in_mask': 0.999991444713505, 'result_error_out_mask': 0.9999935373824415, 'result_false_positives': 0.01, 'result_false_negatives': 0.04, 'result_response_active': 0.08413292765003019, 'result_response_inactive': 0.0023334352318001373, 'result_auc': 0.8766666666666667}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ridgecv_bag', 'seed': 3, 'result_error_in_all': 0.9999666459562908, 'result_error_out_all': 0.9999584399903457, 'result_error_in_mask': 0.9999646582855497, 'result_error_out_mask': 0.9999473812221296, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_response_active': 0.1440082817501826, 'result_response_inactive': 0.0022428201460081036, 'result_auc': 0.5766666666666667}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ridgecv_bag', 'seed': 4, 'result_error_in_all': 0.9999822126805857, 'result_error_out_all': 0.9999776611360364, 'result_error_in_mask': 0.9999755575664084, 'result_error_out_mask': 0.9999824613434649, 'result_false_positives': 0.8, 'result_false_negatives': 0.03, 'result_response_active': -0.12081259885769904, 'result_response_inactive': 0.012260860185307393, 'result_auc': 0.41888888888888887}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ridgecv_bag', 'seed': 5, 'result_error_in_all': 0.9999796859068716, 'result_error_out_all': 1.0000075039451444, 'result_error_in_mask': 1.0000902458904273, 'result_error_out_mask': 1.0000525820948325, 'result_false_positives': 0.14, 'result_false_negatives': 0.04, 'result_response_active': 0.21558516646445436, 'result_response_inactive': 0.0003686474656376331, 'result_auc': 0.688888888888889}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ridgecv_loo', 'seed': 0, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999770892902721, 'result_error_out_mask': 0.9999849463916907, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ridgecv_loo', 'seed': 1, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999654212351621, 'result_error_out_mask': 0.9999868424450151, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ridgecv_loo', 'seed': 2, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9999787875878632, 'result_error_out_mask': 0.9999974277415301, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ridgecv_loo', 'seed': 3, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.999974185979162, 'result_error_out_mask': 0.9999818223242125, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ridgecv_loo', 'seed': 4, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.99997075426812, 'result_error_out_mask': 0.9999825356601004, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_rankmle_ridgecv_loo', 'seed': 5, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.999938005568566, 'result_error_out_mask': 0.999981339616299, 'result_false_positives': 0.9, 'result_false_negatives': 0.0, 'result_response_active': 0.0, 'result_response_inactive': 0.0, 'result_auc': 0.5}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_bag', 'seed': 0, 'result_error_in_all': 0.9999697885786645, 'result_error_out_all': 0.9999817502509194, 'result_error_in_mask': 0.9999869928236561, 'result_error_out_mask': 0.9999878941405769, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_response_active': 0.1809815550408142, 'result_response_inactive': 0.00044269426890000186, 'result_auc': 0.6333333333333333}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_bag', 'seed': 1, 'result_error_in_all': 0.9999981638187382, 'result_error_out_all': 0.9999985502188156, 'result_error_in_mask': 0.9999915816584694, 'result_error_out_mask': 0.9999940172723425, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.1784739687847309, 'result_response_inactive': 0.0007489675523949673, 'result_auc': 0.8444444444444444}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_bag', 'seed': 2, 'result_error_in_all': 0.9999796253516663, 'result_error_out_all': 0.9999717014020111, 'result_error_in_mask': 0.999975926595188, 'result_error_out_mask': 0.999947533427801, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.37540879213202405, 'result_response_inactive': 0.003482770084069607, 'result_auc': 0.7255555555555555}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_bag', 'seed': 3, 'result_error_in_all': 0.999968006243213, 'result_error_out_all': 0.9999680271233464, 'result_error_in_mask': 0.9999166178718525, 'result_error_out_mask': 0.9999027107939802, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.19325202762812582, 'result_response_inactive': -0.0011527260422081298, 'result_auc': 0.7922222222222223}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_bag', 'seed': 4, 'result_error_in_all': 0.9999212706277829, 'result_error_out_all': 0.9998656875076568, 'result_error_in_mask': 0.9999190677191849, 'result_error_out_mask': 0.9998751656259027, 'result_false_positives': 0.0, 'result_false_negatives': 0.03, 'result_response_active': 0.20854799495000176, 'result_response_inactive': -0.0006683367426727062, 'result_auc': 0.9188888888888889}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_bag', 'seed': 5, 'result_error_in_all': 1.0001082526398788, 'result_error_out_all': 1.0002406774937036, 'result_error_in_mask': 0.9999507970236725, 'result_error_out_mask': 0.9999741584436749, 'result_false_positives': 0.0, 'result_false_negatives': 0.07, 'result_response_active': 0.13321574381288884, 'result_response_inactive': 0.0008562656767770701, 'result_auc': 0.7666666666666668}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_bag', 'seed': 6, 'result_error_in_all': 0.9999980022940659, 'result_error_out_all': 0.9999986509121486, 'result_error_in_mask': 0.9999867795134687, 'result_error_out_mask': 0.9999867860961301, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.21899860954472045, 'result_response_inactive': 0.0003684590088990466, 'result_auc': 0.8166666666666667}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_loo', 'seed': 0, 'result_error_in_all': 0.9999682128241882, 'result_error_out_all': 0.9999793027341183, 'result_error_in_mask': 0.999985490710223, 'result_error_out_mask': 0.9999865929633762, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.19037499175028644, 'result_response_inactive': 0.0020505643276427085, 'result_auc': 0.6111111111111112}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_loo', 'seed': 1, 'result_error_in_all': 0.9999975893586822, 'result_error_out_all': 0.9999980477406035, 'result_error_in_mask': 0.9999861831463349, 'result_error_out_mask': 0.9999911515792552, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.24306278792319064, 'result_response_inactive': -5.319713051221697e-05, 'result_auc': 0.7366666666666667}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_loo', 'seed': 2, 'result_error_in_all': 0.9999932243073928, 'result_error_out_all': 0.9999958859794937, 'result_error_in_mask': 0.999953890559432, 'result_error_out_mask': 0.9999501115241302, 'result_false_positives': 0.0, 'result_false_negatives': 0.07, 'result_response_active': 0.29750658742959785, 'result_response_inactive': -0.010409091808893815, 'result_auc': 0.6677777777777778}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_loo', 'seed': 3, 'result_error_in_all': 0.9999676702135325, 'result_error_out_all': 0.9999118965796917, 'result_error_in_mask': 0.9999270017402346, 'result_error_out_mask': 0.9998987184984658, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_response_active': 0.20055834082886576, 'result_response_inactive': 0.0002198064841700721, 'result_auc': 0.7200000000000001}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_loo', 'seed': 4, 'result_error_in_all': 0.9999327981783546, 'result_error_out_all': 0.999854034551675, 'result_error_in_mask': 0.9999186384402746, 'result_error_out_mask': 0.9998883585393669, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.24162487751455047, 'result_response_inactive': 0.000903573747361482, 'result_auc': 0.9933333333333334}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_loo', 'seed': 5, 'result_error_in_all': 1.0000940012084516, 'result_error_out_all': 1.0002853000279663, 'result_error_in_mask': 0.9999079195470915, 'result_error_out_mask': 0.9999327829279342, 'result_false_positives': 0.0, 'result_false_negatives': 0.07, 'result_response_active': 0.19967370365047826, 'result_response_inactive': 0.00011136083396302688, 'result_auc': 0.8011111111111112}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_loo', 'seed': 6, 'result_error_in_all': 0.9999976384302072, 'result_error_out_all': 0.9999983522529182, 'result_error_in_mask': 0.9999936841626867, 'result_error_out_mask': 0.9999954410049612, 'result_false_positives': 0.0, 'result_false_negatives': 0.07, 'result_response_active': 0.26092331160325555, 'result_response_inactive': 0.0002998340341156967, 'result_auc': 0.9}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 0, 'result_error_in_all': 0.9999995970188751, 'result_error_out_all': 0.9999995236393041, 'result_error_in_mask': 0.9999869928236561, 'result_error_out_mask': 0.9999878941405769, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_response_active': 0.10336903879291108, 'result_response_inactive': -1.6635201940196843e-05, 'result_auc': 0.9577777777777777}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 1, 'result_error_in_all': 0.9999991184486299, 'result_error_out_all': 0.9999992886768475, 'result_error_in_mask': 0.9999940763381636, 'result_error_out_mask': 0.9999961144338452, 'result_false_positives': 0.0, 'result_false_negatives': 0.07, 'result_response_active': 0.11111721656041022, 'result_response_inactive': 7.358669648080461e-05, 'result_auc': 0.701111111111111}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 2, 'result_error_in_all': 0.9999842913150231, 'result_error_out_all': 0.9999839480629142, 'result_error_in_mask': 0.9999914119378569, 'result_error_out_mask': 0.9999890565513436, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.19357874760543153, 'result_response_inactive': -1.1108423204921922e-05, 'result_auc': 0.8722222222222223}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 3, 'result_error_in_all': 0.9999342246211591, 'result_error_out_all': 0.9999171388107972, 'result_error_in_mask': 0.9999166178718525, 'result_error_out_mask': 0.9999027107939802, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.12660226164436703, 'result_response_inactive': 5.4219119438238424e-05, 'result_auc': 0.9111111111111112}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 4, 'result_error_in_all': 0.9999509059295222, 'result_error_out_all': 0.9999375395563211, 'result_error_in_mask': 0.9999357308938391, 'result_error_out_mask': 0.9999283109753749, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.09781280113884891, 'result_response_inactive': 3.376519559816607e-05, 'result_auc': 0.8744444444444445}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 5, 'result_error_in_all': 0.9999378258505786, 'result_error_out_all': 0.9999536079567227, 'result_error_in_mask': 0.9999273398094719, 'result_error_out_mask': 0.999941339251756, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_response_active': 0.13507391381793224, 'result_response_inactive': 0.00017205810345497573, 'result_auc': 0.9877777777777778}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 6, 'result_error_in_all': 0.9999991744797772, 'result_error_out_all': 0.9999992475623314, 'result_error_in_mask': 0.9999878002654231, 'result_error_out_mask': 0.9999899625211717, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_response_active': 0.13879528071523442, 'result_response_inactive': 4.045524721060417e-05, 'result_auc': 0.9333333333333333}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 0, 'result_error_in_all': 0.9999992915019864, 'result_error_out_all': 0.9999992280487794, 'result_error_in_mask': 0.9999844011936727, 'result_error_out_mask': 0.9999856188002193, 'result_false_positives': 0.0, 'result_false_negatives': 0.03, 'result_response_active': 0.1539430577191338, 'result_response_inactive': 0.0005791271063600304, 'result_auc': 0.9766666666666666}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 1, 'result_error_in_all': 0.9999989600890417, 'result_error_out_all': 0.9999991753933999, 'result_error_in_mask': 0.9999940763381636, 'result_error_out_mask': 0.9999961144338452, 'result_false_positives': 0.0, 'result_false_negatives': 0.07, 'result_response_active': 0.16191944922426668, 'result_response_inactive': 0.0005553388590446777, 'result_auc': 0.9544444444444444}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 2, 'result_error_in_all': 0.99997956890995, 'result_error_out_all': 0.9999797497178514, 'result_error_in_mask': 0.9999866924855996, 'result_error_out_mask': 0.9999878745855829, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.25149037560331583, 'result_response_inactive': 0.0007525132248484269, 'result_auc': 0.9288888888888889}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 3, 'result_error_in_all': 0.9999343917046631, 'result_error_out_all': 0.9999125682467458, 'result_error_in_mask': 0.9999166178718525, 'result_error_out_mask': 0.9999027107939802, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.18675778094610096, 'result_response_inactive': 0.0007117826500453096, 'result_auc': 0.9555555555555555}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 4, 'result_error_in_all': 0.9999207588666298, 'result_error_out_all': 0.9998909846336586, 'result_error_in_mask': 0.9999134151633553, 'result_error_out_mask': 0.9998622909130779, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.1648226012108667, 'result_response_inactive': 0.000606363183749693, 'result_auc': 0.9800000000000001}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 5, 'result_error_in_all': 0.9999086507612661, 'result_error_out_all': 0.9999353544495068, 'result_error_in_mask': 0.9998560541876823, 'result_error_out_mask': 0.9999023246648163, 'result_false_positives': 0.0, 'result_false_negatives': 0.01, 'result_response_active': 0.19493541914265744, 'result_response_inactive': 0.001148244359741938, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 6, 'result_error_in_all': 0.999998696003935, 'result_error_out_all': 0.9999988079571129, 'result_error_in_mask': 0.9999851968550897, 'result_error_out_mask': 0.9999862273346534, 'result_false_positives': 0.0, 'result_false_negatives': 0.03, 'result_response_active': 0.2114140591074579, 'result_response_inactive': 0.0008223849314975125, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 0, 'result_error_in_all': 1.0016270286456461, 'result_error_out_all': 1.0020545552298392, 'result_error_in_mask': 1.000001707846808, 'result_error_out_mask': 0.9999883341298282, 'result_false_positives': 0.0, 'result_false_negatives': 0.09, 'result_response_active': 3.9631682889135034, 'result_response_inactive': -0.21531504027213338, 'result_auc': 0.5433333333333332}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 1, 'result_error_in_all': 1.0024730645813686, 'result_error_out_all': 1.0022530042567472, 'result_error_in_mask': 0.9999644792997646, 'result_error_out_mask': 0.9999887322951875, 'result_false_positives': 0.9, 'result_false_negatives': 0.01, 'result_response_active': -2.882481799826696, 'result_response_inactive': 0.00837397077113602, 'result_auc': 0.2911111111111111}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 2, 'result_error_in_all': 1.001721109000325, 'result_error_out_all': 1.0015785276798288, 'result_error_in_mask': 0.9999836089070029, 'result_error_out_mask': 1.0000010777245738, 'result_false_positives': 0.9, 'result_false_negatives': 0.03, 'result_response_active': -4.449945342022722, 'result_response_inactive': 0.18054390020133326, 'result_auc': 0.4244444444444445}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 3, 'result_error_in_all': 1.0001028728793058, 'result_error_out_all': 1.000083506868137, 'result_error_in_mask': 0.9999778676564948, 'result_error_out_mask': 0.9999851270115825, 'result_false_positives': 0.9, 'result_false_negatives': 0.01, 'result_response_active': -0.785324095495741, 'result_response_inactive': 0.045030438727230435, 'result_auc': 0.5666666666666665}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 4, 'result_error_in_all': 0.9999740818323305, 'result_error_out_all': 0.9999608815677034, 'result_error_in_mask': 1.0000000415056325, 'result_error_out_mask': 0.9999860776903796, 'result_false_positives': 0.01, 'result_false_negatives': 0.08, 'result_response_active': 0.6529932770151479, 'result_response_inactive': -0.008824751639033793, 'result_auc': 0.6322222222222221}
